review_reason,invoiceNumber,slug,Invoice Details,Invoices (Item),Client Receipt,Client Payment Confirmation,company,contact,project,invoiceDate,po,total,notes,status,paymentSchedules,search,ID,Created Date,Updated Date,Owner,companyInvoice,quotation,paymentDueDate
No matching project/company found from CSV search text or client name,INV-24MM-115,inv-24mm-115,/dashboard-invoice/inv-24mm-115,/public-invoice/inv-24mm-115/523194a3-154f-4a15-a5e3-a2eca6474ec8,/receipt/inv-24mm-115/523194a3-154f-4a15-a5e3-a2eca6474ec8,/payment-confirmation/inv-24mm-115/523194a3-154f-4a15-a5e3-a2eca6474ec8,d3539cdc-56e0-4811-83ef-efd0aa9a94ad,bbaae797-246d-49d4-9831-e82e39785b81,,2024-11-19T20:00:00Z,N/A,12600,,Cancelled,"[{""percentage"":null,""_id"":""a4d4fd68-35ae-4680-a03e-34dbf4404fbe"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2024-11-20T09:32:36.466Z""},""paymentMethod"":"""",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2024-11-25T09:03:08.501Z""},""company"":""d3539cdc-56e0-4811-83ef-efd0aa9a94ad"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""60% Due for payment"",""invoice"":""523194a3-154f-4a15-a5e3-a2eca6474ec8"",""note"":"""",""status"":""Due"",""dueDate"":{""$date"":""2024-11-19T20:00:00Z""},""paymentDate"":null,""notes"":""<p>25 Nov 2024 - Followed up</p>"",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""},{""percentage"":0.4,""_id"":""280df647-ace9-495b-8a82-8444da9fe335"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2024-11-20T09:32:36.414Z""},""paymentMethod"":"""",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2024-12-18T10:37:14.525Z""},""amount"":5040,""company"":""d3539cdc-56e0-4811-83ef-efd0aa9a94ad"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""40% Upon completion"",""invoice"":""523194a3-154f-4a15-a5e3-a2eca6474ec8"",""note"":"""",""status"":""Due"",""dueDate"":{""$date"":""2024-12-17T20:00:00Z""},""paymentDate"":null,""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-24MM-115, Rijas Group",523194a3-154f-4a15-a5e3-a2eca6474ec8,2024-11-20T09:32:35Z,2025-08-12T12:47:03Z,01f011dc-8d52-4de4-9524-780ccef3313b,Rijas Group,d10d1b86-6723-41be-a125-42954ecab014,
No matching project/company found from CSV search text or client name,INV-24MM-049,inv-24mm-049,/dashboard-invoice/inv-24mm-049,/public-invoice/inv-24mm-049/60fa59e1-43fa-4ee9-8a64-f60438b430b6,/receipt/inv-24mm-049/60fa59e1-43fa-4ee9-8a64-f60438b430b6,/payment-confirmation/inv-24mm-049/60fa59e1-43fa-4ee9-8a64-f60438b430b6,b597efc4-41ec-49e4-a73d-5a713b460412,69c598aa-5021-41de-bba1-98117fb30f0f,,2024-04-03T16:00:00Z,N/A,329700,,Cancelled,"[{""paymentNumber"":""RX-24MM-049"",""_id"":""4a486a6f-faa4-4d71-b943-6d242817ae99"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2024-04-04T05:47:57.062Z""},""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2024-04-04T05:47:57.062Z""},""amount"":197400,""company"":""b597efc4-41ec-49e4-a73d-5a713b460412"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""60% Immediate Payment"",""invoice"":""60fa59e1-43fa-4ee9-8a64-f60438b430b6"",""note"":"""",""status"":""Not Due"",""dueDate"":{""$date"":""2024-04-04T20:00:00Z""},""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""},{""paymentNumber"":""RX-24MM-049"",""_id"":""0330f250-39c0-4fb0-8c30-f5917991c879"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2024-04-04T05:47:57.041Z""},""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2024-04-04T05:47:57.041Z""},""amount"":65800,""company"":""b597efc4-41ec-49e4-a73d-5a713b460412"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""20% upon MVP completion"",""invoice"":""60fa59e1-43fa-4ee9-8a64-f60438b430b6"",""note"":"""",""status"":""Not Due"",""dueDate"":{""$date"":""2024-07-31T20:00:00Z""},""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""},{""paymentNumber"":""RX-24MM-049"",""_id"":""83e6a3a0-54d0-41b0-b989-0e3bb833e6b7"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2024-04-04T05:47:57.075Z""},""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2024-04-04T05:47:57.075Z""},""amount"":65800,""company"":""b597efc4-41ec-49e4-a73d-5a713b460412"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""20% upon LIVE and project completion"",""invoice"":""60fa59e1-43fa-4ee9-8a64-f60438b430b6"",""note"":"""",""status"":""Not Due"",""dueDate"":{""$date"":""2024-12-30T20:00:00Z""},""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-24MM-049, Zenith Zones",60fa59e1-43fa-4ee9-8a64-f60438b430b6,2024-04-04T05:47:56Z,2024-07-22T05:20:47Z,01f011dc-8d52-4de4-9524-780ccef3313b,Zenith Zones,fc3d9005-a317-470c-ba77-3c91c8758523,
Multiple projects found for Just Bespoke; CSV does not identify which one,INV-REV23MM-047,inv-rev23mm-047,/dashboard-invoice/inv-rev23mm-047,/public-invoice/inv-rev23mm-047/62e7e98e-6f86-4ada-a464-7bf41e4e6950,/receipt/inv-rev23mm-047/62e7e98e-6f86-4ada-a464-7bf41e4e6950,/payment-confirmation/inv-rev23mm-047/62e7e98e-6f86-4ada-a464-7bf41e4e6950,95e395d7-0d71-4943-aab0-4d2e8bb091f8,09cea7d5-f022-4638-a423-4898ec5bb593,4de58c02-16a4-4988-ab84-70f704f42637,2023-04-26T16:00:00Z,1,35000,,Paid,"[{""_id"":""c8e00abe-8d36-4197-b7df-f88be8c55615"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2023-04-27T10:33:30.505Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2023-05-01T06:24:06.709Z""},""amount"":35000,""company"":""95e395d7-0d71-4943-aab0-4d2e8bb091f8"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""100% Immediate Payment"",""invoice"":""62e7e98e-6f86-4ada-a464-7bf41e4e6950"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2023-04-26T16:00:00Z""},""paymentDate"":{""$date"":""2023-04-27T16:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-REV23MM-047, Just Bespoke",62e7e98e-6f86-4ada-a464-7bf41e4e6950,2023-04-27T10:29:09Z,2024-02-25T23:17:09Z,e168cbe8-c8cb-4ec3-b920-be764ec09acc,Just Bespoke,,
Multiple projects found for Creative Sauce; CSV does not identify which one,INV-24MM-010,inv-24mm-010,/dashboard-invoice/inv-24mm-010,/public-invoice/inv-24mm-010/675d704d-7c6c-4a1d-8eb4-f6fce21bc345,/receipt/inv-24mm-010/675d704d-7c6c-4a1d-8eb4-f6fce21bc345,/payment-confirmation/inv-24mm-010/675d704d-7c6c-4a1d-8eb4-f6fce21bc345,c46a0b82-78f2-4142-8e25-a9f3f16bda0a,ce43c726-29ab-409f-9653-bb6300499798,,2024-02-11T16:00:00Z,,11613,,Paid,"[{""_id"":""56704e33-902b-442f-a42b-0a348bbbe377"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2024-02-12T09:51:40.198Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-08-06T04:53:14.527Z""},""amount"":11613,""company"":""c46a0b82-78f2-4142-8e25-a9f3f16bda0a"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""100% Immediate Payment"",""invoice"":""675d704d-7c6c-4a1d-8eb4-f6fce21bc345"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2024-02-11T16:00:00Z""},""paymentDate"":{""$date"":""2024-02-11T16:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-24MM-010, Creative Sauce",675d704d-7c6c-4a1d-8eb4-f6fce21bc345,2024-02-12T09:51:39Z,2025-08-07T12:28:15Z,e168cbe8-c8cb-4ec3-b920-be764ec09acc,Creative Sauce,e370807f-df95-4df7-9eab-48af0f386074,
No matching project/company found from CSV search text or client name,INV-25MM-116,inv-25mm-116,/dashboard-invoice/inv-25mm-116,/public-invoice/inv-25mm-116/74645202-84ef-432c-ba47-c68978547851,/receipt/inv-25mm-116/74645202-84ef-432c-ba47-c68978547851,/payment-confirmation/inv-25mm-116/74645202-84ef-432c-ba47-c68978547851,c45da581-287e-41fd-a892-64d02d4290ff,2024cd68-867f-493c-9e2e-8895f58a4b0a,,2025-11-04T20:00:00Z,N/A,1050,,Unpaid,"[{""paymentNumber"":""RX-25MM-116"",""percentage"":1,""_id"":""6fe19407-f9a5-4668-954a-42275f1fa66a"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-11-05T11:06:12.427Z""},""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-11-05T11:06:12.427Z""},""amount"":1050,""company"":""c45da581-287e-41fd-a892-64d02d4290ff"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Due for Payment"",""invoice"":""74645202-84ef-432c-ba47-c68978547851"",""note"":"""",""status"":""Due"",""dueDate"":{""$date"":""2025-11-04T20:00:00Z""},""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-25MM-116, undefined, Big Brain Training",74645202-84ef-432c-ba47-c68978547851,2025-11-05T11:02:01Z,2025-11-05T11:06:24Z,01f011dc-8d52-4de4-9524-780ccef3313b,Big Brain Training,,2025-11-04T20:00:00Z
No matching project/company found from CSV search text or client name,INV-REV23MM-002,inv-rev23mm-02,/dashboard-invoice/inv-rev23mm-02,/public-invoice/inv-rev23mm-02/7a78327b-6898-43ff-91b3-d28b37274af0,/receipt/inv-rev23mm-02/7a78327b-6898-43ff-91b3-d28b37274af0,/payment-confirmation/inv-rev23mm-02/7a78327b-6898-43ff-91b3-d28b37274af0,21174091-b4b6-4c66-8637-9f661fa79705,5255281c-ce98-4e8c-a06f-d69428dc211b,4533d612-a771-447f-a5e8-08a89f2afa04,2023-02-23T20:00:00Z,,11020,,Paid,"[{""_id"":""9ef4e3a1-efd6-433e-9a44-1a02dc816ba6"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2023-01-10T11:28:34.511Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2023-04-17T20:51:51.707Z""},""amount"":5521.88,""company"":""21174091-b4b6-4c66-8637-9f661fa79705"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Initial Payment"",""invoice"":""7a78327b-6898-43ff-91b3-d28b37274af0"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2023-03-01T16:00:00Z""},""paymentDate"":{""$date"":""2023-03-15T16:00:00Z""},""notes"":""<p> </p>"",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""},{""_id"":""88ccede3-8d66-49df-bb83-acbb5c016046"",""_owner"":""e168cbe8-c8cb-4ec3-b920-be764ec09acc"",""_createdDate"":{""$date"":""2023-02-24T16:39:32.759Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2023-06-06T05:27:35.115Z""},""amount"":5498.12,""company"":""21174091-b4b6-4c66-8637-9f661fa79705"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Upon Project Completion"",""invoice"":""7a78327b-6898-43ff-91b3-d28b37274af0"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2023-04-15T16:00:00Z""},""paymentDate"":{""$date"":""2023-06-04T16:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-REV23MM-02, Bayti",7a78327b-6898-43ff-91b3-d28b37274af0,2023-01-10T11:10:59Z,2024-10-01T05:46:32Z,e168cbe8-c8cb-4ec3-b920-be764ec09acc,ayti,,
Multiple projects found for II Resources Network; CSV does not identify which one,INV-24MM-042,inv-24mm-042,/dashboard-invoice/inv-24mm-042,/public-invoice/inv-24mm-042/8abdd507-3ecf-46df-bb46-ab972fa0b993,/receipt/inv-24mm-042/8abdd507-3ecf-46df-bb46-ab972fa0b993,/payment-confirmation/inv-24mm-042/8abdd507-3ecf-46df-bb46-ab972fa0b993,2efc4a99-f8c9-4b25-b8fd-463c8f13cad2,c4b98c39-0f0b-4644-9f23-c692f4c2c469,,2024-03-05T16:00:00Z,,3360,,Cancelled,"[{""paymentNumber"":""RX-24MM-042"",""_id"":""5ec69c87-50c9-4863-90e3-4169f225db5c"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2024-03-06T07:28:53.794Z""},""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2024-03-06T07:28:53.794Z""},""amount"":3360,""company"":""2efc4a99-f8c9-4b25-b8fd-463c8f13cad2"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""100% Immediate Payment"",""invoice"":""8abdd507-3ecf-46df-bb46-ab972fa0b993"",""note"":"""",""status"":""Due"",""dueDate"":{""$date"":""2024-03-05T16:00:00Z""},""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-24MM-042, II Resources Network",8abdd507-3ecf-46df-bb46-ab972fa0b993,2024-03-06T06:47:13Z,2024-06-12T10:33:18Z,01f011dc-8d52-4de4-9524-780ccef3313b,II Resources Network,0deb4905-0093-493b-a3ac-4ef7e85f6dfa,
No matching project/company found from CSV search text or client name,INV-26MM-150,inv-26mm-150,/dashboard-invoice/inv-26mm-150,/public-invoice/inv-26mm-150/a29dd623-d78b-4228-a9ce-1ad5a3c07e2f,/receipt/inv-26mm-150/a29dd623-d78b-4228-a9ce-1ad5a3c07e2f,/payment-confirmation/inv-26mm-150/a29dd623-d78b-4228-a9ce-1ad5a3c07e2f,d6f1ec21-6863-49f7-a4bd-560a38c169e9,7cadb6c9-5ac7-494a-aa8d-e871f6ddd84d,,2026-02-02T20:00:00Z,PO Number: 4500047133,5775,,Paid,"[{""percentage"":1,""_id"":""c2acc4ce-c025-4102-a4aa-38dc83b3c102"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2026-02-06T10:07:07.478Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2026-04-21T05:51:55.218Z""},""amount"":5775,""company"":""d6f1ec21-6863-49f7-a4bd-560a38c169e9"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""100% Upon Delivery"",""invoice"":""a29dd623-d78b-4228-a9ce-1ad5a3c07e2f"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2026-02-10T20:00:00Z""},""paymentDate"":{""$date"":""2026-04-20T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-26MM-150, undefined, World Health Expo",a29dd623-d78b-4228-a9ce-1ad5a3c07e2f,2026-02-03T09:59:41Z,2026-04-27T10:11:41Z,01f011dc-8d52-4de4-9524-780ccef3313b,World Health Expo,,2026-02-02T20:00:00Z
No matching project/company found from CSV search text or client name,INV-25MM-116,inv-25mm-116,/dashboard-invoice/inv-25mm-116,/public-invoice/inv-25mm-116/af895528-913e-487c-a5ba-9ff7b7a02fc2,/receipt/inv-25mm-116/af895528-913e-487c-a5ba-9ff7b7a02fc2,/payment-confirmation/inv-25mm-116/af895528-913e-487c-a5ba-9ff7b7a02fc2,c45da581-287e-41fd-a892-64d02d4290ff,2024cd68-867f-493c-9e2e-8895f58a4b0a,,2025-11-04T20:00:00Z,N/A,0,,Unpaid,,"INV-25MM-116, undefined, Big Brain Training",af895528-913e-487c-a5ba-9ff7b7a02fc2,2025-11-05T11:02:52Z,2025-11-05T11:02:52Z,01f011dc-8d52-4de4-9524-780ccef3313b,Big Brain Training,,2025-11-04T20:00:00Z
Multiple projects found for Mamalu Kitchen; CSV does not identify which one,INV-25MM-133,inv-25mm-133,/dashboard-invoice/inv-25mm-133,/public-invoice/inv-25mm-133/c4053c0a-0600-45b6-a3f4-ee88245cf8ef,/receipt/inv-25mm-133/c4053c0a-0600-45b6-a3f4-ee88245cf8ef,/payment-confirmation/inv-25mm-133/c4053c0a-0600-45b6-a3f4-ee88245cf8ef,07bd1c95-c349-4be3-a05e-877a405281f7,dc70bc91-f38b-4173-ba7f-8937f4ddc879,,2025-12-09T20:00:00Z,N/A,0,,Cancelled,,"INV-25MM-133, undefined, Mamalu Kitchen",c4053c0a-0600-45b6-a3f4-ee88245cf8ef,2025-12-10T06:51:16Z,2025-12-10T06:54:30Z,01f011dc-8d52-4de4-9524-780ccef3313b,Mamalu Kitchen,,2025-12-09T20:00:00Z
No matching project/company found from CSV search text or client name,INV-25MM-036,inv-25mm-036,/dashboard-invoice/inv-25mm-036,/public-invoice/inv-25mm-036/c872c9c8-3873-4bb4-a61e-8c0629ef9f83,/receipt/inv-25mm-036/c872c9c8-3873-4bb4-a61e-8c0629ef9f83,/payment-confirmation/inv-25mm-036/c872c9c8-3873-4bb4-a61e-8c0629ef9f83,56eac7e9-af94-47c0-b4b1-2a4101a9b0c1,04be3f3e-1786-4d4b-a1cc-743721b3c18c,,2025-05-15T20:00:00Z,,1155,,Paid,"[{""percentage"":1,""_id"":""73100d89-18a2-4ae7-a1e3-0987b5b2f7fe"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2025-05-16T07:20:33.516Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2025-07-07T06:25:18.352Z""},""amount"":1155,""company"":""56eac7e9-af94-47c0-b4b1-2a4101a9b0c1"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""One-Time Payment"",""invoice"":""c872c9c8-3873-4bb4-a61e-8c0629ef9f83"",""note"":""<p>Recreation of Brand Guidelines and Rebranding of 3 Documents</p>"",""status"":""Paid"",""dueDate"":{""$date"":""2025-05-18T20:00:00Z""},""paymentDate"":{""$date"":""2025-06-12T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-25MM-036, E L I T E Property Brokerage LLC",c872c9c8-3873-4bb4-a61e-8c0629ef9f83,2025-05-16T07:20:32Z,2025-08-25T12:02:54Z,01f011dc-8d52-4de4-9524-780ccef3313b,E L I T E Property Brokerage LLC,4dc707af-c423-46c9-868c-f5b72b957e4f,
Multiple projects found for Montalbano Dubai; CSV does not identify which one,INV-26MM-174,inv-26mm-174,/dashboard-invoice/inv-26mm-174,/public-invoice/inv-26mm-174/eeb9e90f-9efa-403e-9c6a-32c8bf6b280d,/receipt/inv-26mm-174/eeb9e90f-9efa-403e-9c6a-32c8bf6b280d,/payment-confirmation/inv-26mm-174/eeb9e90f-9efa-403e-9c6a-32c8bf6b280d,c571caf6-a52d-4335-8317-8fd08f3739f4,f7ad2f86-ce4d-447e-bcb6-1b7180a7cfef,,2026-04-23T20:00:00Z,N/A,8400,,Paid,"[{""percentage"":1,""_id"":""48ea80ea-29e1-4d7b-8a1e-bada08fa682d"",""_owner"":""01f011dc-8d52-4de4-9524-780ccef3313b"",""_createdDate"":{""$date"":""2026-04-24T11:22:08.375Z""},""paymentMethod"":""1e696b2d-37f8-4c75-ae62-d0f85cda27a7"",""link-copy-of-dashboard-debt-report-all"":""/dashboard-payments/"",""_updatedDate"":{""$date"":""2026-04-30T11:21:36.993Z""},""amount"":8400,""company"":""c571caf6-a52d-4335-8317-8fd08f3739f4"",""link-payments-paymentNumber"":""/dashboard-debt-report/"",""payment"":""Commencement Date"",""invoice"":""eeb9e90f-9efa-403e-9c6a-32c8bf6b280d"",""note"":"""",""status"":""Paid"",""dueDate"":{""$date"":""2026-04-26T20:00:00Z""},""paymentDate"":{""$date"":""2026-04-29T20:00:00Z""},""notes"":"""",""invoiceStatus"":""Active"",""link-copy-of-dashboard-payments-all"":""/dashboard-all-schedules/""}]","INV-26MM-174, Montalbano Dubai",eeb9e90f-9efa-403e-9c6a-32c8bf6b280d,2026-04-24T11:22:07Z,2026-07-06T07:18:40Z,01f011dc-8d52-4de4-9524-780ccef3313b,Montalbano Dubai,5844af3b-17a4-48b4-b345-15d35368f701,2026-04-24T20:00:00Z
